mindate_latest,maxdate_latest,updatetime_latest,mindate_month,maxdate_month,updatetime_month,mindate_all,maxdate_all,updatetimetime_all
2017-01-30,2017-01-31," 6:00AM (EST) on Feb 05, 2017",,,,,,
