zip,value
02109,0.00
02111,0.00
02113,0.00
02114,0.00
02115,0.00
02116,0.48
02118,0.00
02119,0.39
02120,0.66
02121,0.38
02122,0.00
02124,0.00
02125,0.30
02126,0.39
02127,0.00
02128,0.49
02129,0.00
02130,0.85
02131,0.00
02132,0.00
02134,0.47
02135,0.23
02136,0.35
02210,0.00
02215,0.38
02199,0.00
02151,0.00
02110,5.77
02108,5.23
