zip,value
02109,0
02111,1
02113,0
02114,2
02115,0
02116,1
02118,4
02119,14
02120,5
02121,3
02122,3
02124,17
02125,6
02126,6
02127,2
02128,0
02129,0
02130,3
02131,3
02132,0
02134,0
02135,1
02136,0
02210,0
02215,0
02199,0
02151,0
02110,0
02108,0
