zip,value
02109,0.00
02111,3.70
02113,0.00
02114,4.44
02115,0.00
02116,1.58
02118,3.65
02119,8.76
02120,8.05
02121,1.72
02122,1.47
02124,5.66
02125,2.81
02126,2.88
02127,0.99
02128,0.00
02129,0.00
02130,0.90
02131,1.16
02132,0.00
02134,0.00
02135,0.38
02136,0.00
02210,0.00
02215,0.00
02199,0.00
02151,0.00
02110,0.00
02108,0.00
