zip,value
02109,1
02111,9
02113,1
02114,4
02115,3
02116,17
02118,8
02119,38
02120,15
02121,31
02122,11
02124,33
02125,21
02126,22
02127,12
02128,16
02129,2
02130,13
02131,10
02132,2
02134,6
02135,7
02136,6
02210,1
02215,5
02199,0
02151,0
02110,5
02108,8
