zip,value
02109,2
02111,11
02113,1
02114,7
02115,8
02116,27
02118,15
02119,55
02120,22
02121,42
02122,17
02124,62
02125,34
02126,30
02127,20
02128,18
02129,3
02130,18
02131,15
02132,7
02134,6
02135,12
02136,7
02210,2
02215,6
02199,0
02151,0
02110,6
02108,13
