zip,value
02109,5.75
02111,7.41
02113,0.00
02114,2.22
02115,7.05
02116,9.51
02118,1.82
02119,1.88
02120,6.44
02121,1.15
02122,0.49
02124,1.67
02125,1.41
02126,1.44
02127,0.49
02128,0.00
02129,0.74
02130,0.90
02131,2.71
02132,0.44
02134,0.75
02135,0.38
02136,0.00
02210,0.00
02215,1.31
02199,0.00
02151,0.00
02110,0.00
02108,14.71
