zip,value
02109,1
02111,2
02113,0
02114,2
02115,5
02116,6
02118,3
02119,4
02120,4
02121,4
02122,1
02124,3
02125,4
02126,5
02127,5
02128,0
02129,1
02130,4
02131,8
02132,3
02134,1
02135,2
02136,1
02210,0
02215,2
02199,0
02203,0
02151,0
02110,0
02108,3
