zip,value
02109,7.96
02111,13.54
02113,1.45
02114,5.00
02115,3.16
02116,11.63
02118,4.91
02119,26.83
02120,13.83
02121,16.94
02122,7.67
02124,13.39
02125,11.11
02126,11.74
02127,6.29
02128,4.69
02129,3.04
02130,5.08
02131,5.03
02132,1.93
02134,2.79
02135,2.57
02136,3.16
02210,9.57
02215,1.53
02199,0.00
02151,0.00
02110,34.62
02108,36.60
