zip,value
02109,2.65
02111,12.19
02113,1.45
02114,3.33
02115,1.05
02116,8.24
02118,3.02
02119,14.99
02120,9.88
02121,11.93
02122,4.69
02124,6.91
02125,6.31
02126,8.61
02127,3.77
02128,3.95
02129,1.22
02130,3.67
02131,3.35
02132,0.77
02134,2.79
02135,1.64
02136,2.11
02210,4.78
02215,1.91
02199,0.00
02151,0.00
02110,28.85
02108,20.92
