mindate_latest,maxdate_latest,updatetime_latest,mindate_month,maxdate_month,updatetime_month,mindate_all,maxdate_all,updatetime_all
2017-03-09,2017-03-10," 7:25PM (EST) on Mar 14, 2017",2017-02-08,2017-03-10," 7:31PM (EST) on Mar 14, 2017",2012-07-01,2017-03-10," 7:31PM (EST) on Mar 14, 2017"
