mindate_latest,maxdate_latest,updatetime_latest,mindate_month,maxdate_month,updatetime_month,mindate_all,maxdate_all,updatetime_all
2017-01-30,2017-01-31," 6:00AM (EST) on Feb 04, 2017",2017-01-01,2017-01-31," 6:04AM (EST) on Feb 04, 2017",2012-07-01,2017-01-31," 6:04AM (EST) on Feb 04, 2017"
