mindate_latest,maxdate_latest,updatetime_latest,mindate_month,maxdate_month,updatetime_month,mindate_all,maxdate_all,updatetime_all
2017-05-07,2017-05-08," 6:00AM (EST) on May 12, 2017",2017-04-08,2017-05-08," 6:04AM (EST) on May 12, 2017",2016-05-09,2017-05-08," 6:04AM (EST) on May 12, 2017"
