mindate_latest,maxdate_latest,updatetime_latest,mindate_month,maxdate_month,updatetime_month,mindate_all,maxdate_all,updatetimetime_all
2017-05-07,2017-05-08," 7:00PM (EST) on May 15, 2017",,,,,,
