zip,value
02109,5.75
02111,29.63
02113,10.00
02114,8.89
02115,4.23
02116,23.77
02118,6.39
02119,21.90
02120,22.54
02121,19.48
02122,4.42
02124,11.66
02125,10.32
02126,10.57
02127,6.43
02128,2.68
02129,0.74
02130,4.20
02131,3.87
02132,0.44
02134,4.52
02135,2.28
02136,1.31
02210,2.07
02215,6.54
02199,0.00
02203,0.00
02151,0.00
02110,27.78
02108,44.12
