zip,value
02109,0.00
02111,7.41
02113,0.00
02114,2.22
02115,7.05
02116,9.51
02118,2.74
02119,2.50
02120,6.44
02121,2.87
02122,0.49
02124,1.00
02125,2.35
02126,2.40
02127,2.47
02128,0.00
02129,0.74
02130,1.50
02131,3.09
02132,0.66
02134,0.75
02135,0.76
02136,0.22
02210,0.00
02215,2.61
02199,0.00
02203,0.00
02151,0.00
02110,0.00
02108,22.06
