zip,value
02109,0.00
02111,0.00
02113,0.00
02114,0.00
02115,0.00
02116,1.58
02118,0.00
02119,0.00
02120,1.61
02121,0.57
02122,0.00
02124,0.33
02125,0.47
02126,0.48
02127,0.00
02128,0.21
02129,0.00
02130,1.20
02131,0.00
02132,0.00
02134,0.75
02135,0.38
02136,0.22
02210,0.00
02215,1.31
02199,0.00
02203,0.00
02151,0.00
02110,5.56
02108,22.06
