zip,value
02109,0
02111,0
02113,0
02114,0
02115,0
02116,0
02118,0
02119,1
02120,0
02121,1
02122,0
02124,0
02125,0
02126,0
02127,0
02128,0
02129,0
02130,0
02131,0
02132,0
02134,0
02135,0
02136,0
02210,0
02215,0
02199,0
02203,0
02151,0
02110,0
02108,0
