zip,value
02109,1
02111,8
02113,1
02114,4
02115,3
02116,15
02118,7
02119,35
02120,14
02121,34
02122,9
02124,35
02125,22
02126,22
02127,13
02128,13
02129,1
02130,14
02131,10
02132,2
02134,6
02135,6
02136,6
02210,2
02215,5
02199,0
02203,0
02151,0
02110,5
02108,6
